Municipio,Departamento,Votos para senado 2014,Porcentaje de Oscar Ivan Zuluaga (1ra vuelta),Total (1ra vuelta),Participacion (1ra vuelta),Ganador (1ra vuelta),Porcentaje de Oscar Ivan Zuluaga (2da vuelta),Total (2da vuelta),Participacion (2da vuelta),Ganador,Censo electoral 2016,Actos terroristas,Amenaza,Desplazamiento,Homicidio,Secuestro,Vinculacion de Niños y Adolescentes,Minas Antipersonal,Abandono o Despojo de Tierras,Afectado por el conflicto (Pares),Afectado por el conflicto (Pares)2,Votos por el No,No,Votos por el Si,Si,Votos validos,Votos totales,Cuantos salieron a votar,ind ruralidad 2014,Zonas de concentracion,Cultivos ilicitos,Hectareas de coca,Hectareas de amapola
PENSILVANIA,CALDAS,6730,75.15%,8699,51.71%,Zuluaga,86.45%,9304,55.30%,Zuluaga,16734,31.01,64.84,796.61,55.73,2.01,0.15,0.61,0,Ninguno,0,3959,0.678027059,1880,0.321972941,5839,6228,37.22%,68.27%,No,No,0,0
RIO SUCIO,CALDAS,13011,43.97%,15885,43.27%,Zuluaga,62.55%,18407,50.13%,Zuluaga,37633,1.16,6.44,153.36,25.56,1.69,0.19,0.08,0,Ninguno,0,8402,0.580569375,6070,0.419430625,14472,15076,40.06%,69.34%,No,No,0,0
RISARALDA,CALDAS,4164,53.69%,4522,42.48%,Zuluaga,72.39%,5277,49.57%,Zuluaga,10761,1.06,7.39,79.19,32.41,1.06,0.21,0,0,Ninguno,0,2021,0.678187919,959,0.321812081,2980,3064,28.47%,53.03%,No,No,0,0
SALAMINA,CALDAS,6080,49.15%,6169,40.01%,Zuluaga,63.90%,7540,48.91%,Zuluaga,15660,1.65,10.05,202.13,35.92,1.23,0.31,0.55,0.49,Ninguno,0,3021,0.590384991,2096,0.409615009,5117,5376,34.33%,40.24%,No,No,0,0
SAMANA,CALDAS,7349,59.39%,7025,43.74%,Zuluaga,69.94%,8579,53.41%,Zuluaga,16191,10.59,46.7,1918.75,80.83,4.19,1.55,3.49,0,Ninguno,0,3513,0.55523945,2814,0.44476055,6327,6692,41.33%,80.14%,No,No,0,0
SAN JOSE,CALDAS,2376,42.98%,2399,49.82%,Zuluaga,73.94%,2636,54.75%,Zuluaga,4918,0.26,1.84,46.48,6.85,0.26,0,0,0,Ninguno,0,817,0.567361111,623,0.432638889,1440,1491,30.32%,76.19%,No,No,0,0
SUPIA,CALDAS,7328,41.82%,8685,42.58%,Zuluaga,66.15%,10044,49.25%,Zuluaga,21254,0.93,3.42,56.89,35.41,1.08,0.11,0,0,Ninguno,0,4985,0.674286487,2408,0.325713513,7393,7883,37.09%,51.62%,No,No,0,0
VICTORIA,CALDAS,3734,46.98%,3876,46.72%,Zuluaga,54.52%,4259,51.33%,Zuluaga,8262,0.48,11.42,134.72,31.01,1.68,0,0,0,Ninguno,0,1735,0.581434316,1249,0.418565684,2984,3079,37.27%,56.99%,No,No,0,0
VILLAMARIA,CALDAS,14706,30.02%,19130,52.45%,Zuluaga,52.00%,20286,55.62%,Zuluaga,37945,0.02,3.1,14.66,5.46,0.1,0,0,0,Ninguno,0,9806,0.567608243,7470,0.432391757,17276,17736,46.74%,17.73%,No,No,0,0
VITERBO,CALDAS,4909,59.23%,6313,50.17%,Zuluaga,77.29%,6953,55.25%,Zuluaga,12839,0.24,5.55,43.09,41.16,0.24,0,0,0,Ninguno,0,3737,0.731311155,1373,0.268688845,5110,5204,40.53%,17.56%,No,No,0,0
FLORENCIA,CAQUETA,39287,55.20%,49140,45.27%,Zuluaga,71.44%,53929,49.68%,Zuluaga,115892,2.75,16.75,204.74,38.19,1.21,0.4,0.46,0,Intermedio,2,23593,0.614465048,14803,0.385534952,38396,39004,33.66%,12.67%,No,Si,52.84,0
ALBANIA,CAQUETA,1500,56.66%,1463,39.36%,Zuluaga,66.14%,1722,46.33%,Zuluaga,3923,14.77,149.72,763.06,91.88,6.37,0.31,0.16,0,Ninguno,0,842,0.654234654,445,0.345765346,1287,1430,36.45%,61.82%,No,Si,32.5,0
BELEN DE LOS ANDAQUIES,CAQUETA,2327,54.98%,2814,38.56%,Zuluaga,69.44%,3177,43.54%,Zuluaga,7573,3.79,116.02,818.46,71.29,3.62,1.03,0.26,0,Intermedio,2,1504,0.600399202,1001,0.399600798,2505,2600,34.33%,43.98%,No,Si,132.03,0
CARTAGENA DEL CHAIRA,CAQUETA,2092,24.30%,3692,22.12%,Santos,30.64%,4977,29.82%,Santos,18805,6.43,116.14,1173.03,48.04,3.54,1.98,1.92,0,Intermedio,2,1256,0.262432094,3530,0.737567906,4786,4927,26.20%,63.74%,Si,Si,948.62,0
CURILLO,CAQUETA,1802,58.63%,1917,26.32%,Zuluaga,64.95%,2217,30.44%,Zuluaga,7604,8.09,78.38,1700.78,157.37,5.62,2.04,0.68,0,Ninguno,0,1052,0.590679394,729,0.409320606,1781,1871,24.61%,46.63%,No,Si,459.51,0
EL DONCELLO,CAQUETA,4352,51.39%,5451,35.20%,Zuluaga,66.58%,6018,38.86%,Zuluaga,15558,4.46,47.42,556.01,71.41,1.17,0.9,0.77,0,Intermedio,2,2511,0.611842105,1593,0.388157895,4104,4230,27.19%,35.10%,No,Si,303.46,0
EL PAUJIL,CAQUETA,2602,46.24%,2822,24.73%,Zuluaga,53.58%,3516,30.81%,Zuluaga,11865,10.08,47.11,523.82,65.28,2.19,0.73,1.56,0,Intermedio,2,1439,0.55431433,1157,0.44568567,2596,2683,22.61%,47.94%,No,Si,267.63,0
LA MONTANITA,CAQUETA,2407,40.83%,2131,22.09%,Zuluaga,47.68%,2779,28.81%,Santos,10500,9.12,102.32,1014.67,73.65,3.11,1.68,9.54,0,Alto,3,797,0.257761966,2295,0.742238034,3092,3136,29.87%,79.36%,Si,Si,1.503.49,0
MILAN,CAQUETA,1349,44.67%,1314,20.28%,Zuluaga,58.03%,1725,26.62%,Zuluaga,6861,8.58,110.67,1352.81,92.58,4.93,1.1,2.29,0,Alto,3,590,0.440298507,750,0.559701493,1340,1369,19.95%,84.52%,No,Si,695.74,0
MORELIA,CAQUETA,1138,68.98%,1154,35.58%,Zuluaga,77.65%,1436,44.28%,Zuluaga,3584,8.34,78.99,813.61,94.63,5.21,0.26,0.78,0,Bajo,1,731,0.653846154,387,0.346153846,1118,1143,31.89%,50.80%,No,Si,1.04,0
PUERTO RICO,CAQUETA,3643,43.16%,5593,31.42%,Zuluaga,56.61%,6221,34.95%,Zuluaga,18802,7.95,74.15,780.46,83.95,1.76,0.93,4.07,0,Intermedio,2,2645,0.500189107,2643,0.499810893,5288,5470,29.09%,57.64%,No,Si,415.94,0
SAN JOSE DEL FRAGUA,CAQUETA,2706,46.44%,3243,37.63%,Zuluaga,63.40%,3574,41.47%,Zuluaga,8875,7.25,94.48,1099.47,86.77,17.17,1.2,1.66,0,Ninguno,0,1699,0.603552398,1116,0.396447602,2815,2894,32.61%,59.49%,No,Si,1.083.85,0
SAN VICENTE DEL CAGUAN,CAQUETA,5141,41.38%,7718,27.05%,Zuluaga,49.56%,9551,33.48%,Zuluaga,31524,6.95,66.53,665.59,45.24,3.16,1.96,4.06,0,Intermedio,2,3554,0.370671673,6034,0.629328327,9588,9786,31.04%,38.97%,Si,Si,406.84,0
SOLANO,CAQUETA,1154,36.82%,975,13.33%,Zuluaga,39.10%,1496,20.45%,Santos,7754,1.86,54.33,591.31,30.83,1.78,1.12,0.7,0,Alto,3,460,0.23397762,1506,0.76602238,1966,2004,25.84%,91.65%,No,Si,1.285.05,0
SOLITA,CAQUETA,1345,34.15%,1508,27.97%,Zuluaga,52.81%,1710,31.72%,Zuluaga,5746,5.25,80.61,1457.18,121.95,2.84,1.75,0.44,0,Ninguno,0,804,0.624223602,484,0.375776398,1288,1332,23.18%,56.30%,No,Si,31.56,0
VALPARAISO,CAQUETA,1939,46.32%,2081,34.01%,Zuluaga,58.33%,2551,41.69%,Zuluaga,6188,4.02,59.38,1387.61,115.34,5.48,0.6,0.26,0,Ninguno,0,805,0.526487901,724,0.473512099,1529,1611,26.03%,67.14%,No,Si,92.37,0
POPAYAN,CAUCA,64954,20.39%,95507,44.96%,Santos,37.26%,107746,50.72%,Santos,225161,0.93,2.4,21.92,11.7,0.31,0.04,0.05,0,Ninguno,0,38628,0.411268685,55296,0.588731315,93924,95678,42.49%,10.93%,No,No,0,0
ALMAGUER,CAUCA,2869,2.69%,3610,30.12%,Santos,6.08%,5839,48.72%,Santos,12511,9.77,28,220.1,34.29,0.61,0.14,0.14,0,Bajo,1,570,0.165505226,2874,0.834494774,3444,3698,29.56%,92.39%,No,Si,0,42.6
ARGELIA,CAUCA,4011,2.96%,4659,30.78%,Santos,4.40%,7519,49.68%,Santos,17783,27.62,53.79,908.96,77.11,2.22,1.96,3.11,0,Alto,3,751,0.114516621,5807,0.885483379,6558,6830,38.41%,85.38%,No,No,0,0
BALBOA,CAUCA,4860,5.56%,4320,28.60%,Santos,8.14%,6680,44.22%,Santos,15693,5.39,23.6,373.12,69.87,0.54,0.16,0.5,0,Intermedio,2,731,0.141776571,4425,0.858223429,5156,5389,34.34%,70.96%,No,Si,959.73,0
BOLIVAR,CAUCA,10904,13.87%,8909,28.91%,Santos,15.66%,13156,42.69%,Santos,31054,10.04,33.98,367.27,70.85,0.69,0.16,0.13,0,Intermedio,2,2772,0.34624032,5234,0.65375968,8006,8455,27.23%,88.14%,No,Si,223.8,75
BUENOS AIRES,CAUCA,3553,12.52%,5877,39.94%,Santos,17.14%,7390,50.22%,Santos,15556,6.4,48.43,555.64,26.74,0.37,0.06,0.67,0,Bajo,1,1773,0.278467096,4594,0.721532904,6367,6698,43.06%,92.43%,Si,Si,48.98,0
CAJIBIO,CAUCA,5614,14.57%,6608,29.85%,Santos,27.07%,9158,41.37%,Santos,23310,3.7,18.34,334.92,24.52,3.28,0.13,0.61,0.16,Bajo,1,2002,0.289139226,4922,0.710860774,6924,7230,31.02%,95.41%,No,Si,27,0
CALDONO,CAUCA,2901,13.56%,6237,32.48%,Santos,16.96%,9454,49.23%,Santos,20628,18.33,7.79,102.88,13.78,0.27,0.54,0.63,0,Bajo,1,1715,0.201598683,6792,0.798401317,8507,8943,43.35%,95.61%,Si,Si,68.95,0
CALOTO,CAUCA,5293,18.04%,7640,44.80%,Santos,19.81%,9388,55.05%,Santos,17687,52.32,26.19,511.54,79.36,1.36,0.45,1.7,0,Bajo,1,2183,0.270910896,5875,0.729089104,8058,8294,46.89%,74.15%,No,Si,16.1,0
CORINTO,CAUCA,3700,7.97%,7690,46.83%,Santos,11.98%,9548,58.15%,Santos,17445,22.54,17.68,200.89,85.99,0.96,0.96,1.58,0,Bajo,1,2520,0.307729882,5669,0.692270118,8189,8489,48.66%,59.24%,Si,Si,26.7,0
EL TAMBO,CAUCA,7778,21.17%,11966,35.96%,Santos,28.20%,15338,46.09%,Santos,34429,6.9,41.15,672,57.87,1.51,0.99,1.82,0,Alto,3,4616,0.411738471,6595,0.588261529,11211,11938,34.67%,85.81%,No,Si,3.468.18,1.6
FLORENCIA,CAUCA,1548,13.89%,1764,40.04%,Santos,19.14%,2414,54.79%,Santos,4576,1.46,26.03,211.36,60.36,0.81,0,0,0,Intermedio,2,520,0.253658537,1530,0.746341463,2050,2151,47.01%,77.43%,No,No,0,0
GUACHENE,CAUCA,4467,6.53%,6964,60.30%,Santos,8.44%,7656,66.30%,Santos,12259,1.81,2.17,9.92,6.7,0.15,0,0.05,0,Ninguno,0,1663,0.285591619,4160,0.714408381,5823,6090,49.68%,74.55%,No,No,0,0
GUAPI,CAUCA,6288,4.85%,4786,25.39%,Santos,9.47%,8096,42.95%,Santos,19182,9.03,49.4,614.59,10.81,0.5,0.54,0.1,0,Alto,3,415,0.069040093,5596,0.930959907,6011,6172,32.18%,39.24%,No,Si,256.88,0
INZA,CAUCA,3320,21.89%,5153,32.82%,Lopez,42.68%,6199,39.48%,Santos,16634,8.13,12.32,93.75,6.14,0.22,0.35,0.35,0,Intermedio,2,1177,0.261846496,3318,0.738153504,4495,4649,27.95%,92.59%,No,Si,0,3.6
JAMBALO,CAUCA,828,3.90%,3023,39.82%,Santos,8.35%,3774,49.72%,Santos,8072,8.42,11.54,155.75,13.43,0.28,0.61,1.11,0,Bajo,1,520,0.137203166,3270,0.862796834,3790,3945,48.87%,93.11%,No,No,0,0
LA SIERRA,CAUCA,2687,29.44%,2928,34.26%,Santos,37.98%,4010,46.92%,Santos,8829,3.29,36.89,302.65,51.01,0.47,0.28,0.28,0,Bajo,1,1109,0.392844492,1714,0.607155508,2823,2955,33.47%,85.96%,No,Si,0,2.2
LA VEGA,CAUCA,5028,11.51%,3945,26.86%,Santos,22.10%,5949,40.51%,Santos,15137,1.45,22.16,232.6,28.06,0.37,0.11,0.26,0,Bajo,1,1121,0.225962508,3840,0.774037492,4961,5264,34.78%,92.93%,No,Si,0,69.4
LOPEZ DE MICAY,CAUCA,4247,4.25%,3108,25.44%,Santos,7.26%,4763,38.99%,Santos,12401,4.89,20.79,1069.7,12.42,0.44,0.05,0.83,0,Alto,3,265,0.062426384,3980,0.937573616,4245,4282,34.53%,72.57%,No,Si,867.22,0
MERCADERES,CAUCA,3863,9.54%,4485,32.85%,Santos,14.76%,6369,46.65%,Santos,13882,4.69,20.6,397.68,101.52,1.05,0.33,0.11,0,Alto,3,960,0.234432234,3135,0.765567766,4095,4271,30.77%,72.01%,No,Si,95.06,0
MIRANDA,CAUCA,6312,12.84%,9396,52.75%,Santos,18.51%,10792,60.58%,Santos,18593,7.34,9.49,166.51,35.37,0.64,0.17,1.21,0,Bajo,1,3379,0.36286512,5933,0.63713488,9312,9536,51.29%,28.85%,No,Si,3.67,0
MORALES,CAUCA,3702,16.04%,5792,33.27%,Santos,24.53%,8157,46.85%,Santos,18642,12.8,30.69,385.68,13.41,0.88,0.23,1.18,0,Intermedio,2,2412,0.390544041,3764,0.609455959,6176,6612,35.47%,93.92%,No,Si,155.25,0
PADILLA,CAUCA,2167,4.05%,3461,54.95%,Santos,6.19%,3907,62.04%,Santos,6631,0.89,8.8,38.54,18.12,0.26,0,0,0,Bajo,1,752,0.249833887,2258,0.750166113,3010,3149,47.49%,48.20%,No,No,0,0
PAEZ,CAUCA,3257,17.65%,6527,35.38%,Santos,32.08%,7922,42.94%,Santos,19497,1.35,11.79,181.24,11.17,0.23,0.2,0.59,0,Intermedio,2,1801,0.277375635,4692,0.722624365,6493,6887,35.32%,92.18%,No,Si,0,1.7
PATIA,CAUCA,6615,21.59%,6642,26.84%,Santos,29.92%,7765,31.37%,Santos,25540,6.18,23.45,373.06,73.66,1.37,0.79,0.63,0,Intermedio,2,2233,0.279020367,5770,0.720979633,8003,8223,32.20%,63.04%,No,Si,203.53,2.1
PIAMONTE,CAUCA,952,34.67%,1396,30.41%,Zuluaga,44.43%,1821,39.66%,Santos,5010,6.78,71.42,1166.69,87.68,4.61,1.63,0.14,0,Alto,3,492,0.330645161,996,0.669354839,1488,1548,30.90%,91.55%,No,Si,1.166.89,0
PIENDAMO,CAUCA,6504,21.84%,9023,35.72%,Santos,43.01%,11679,46.24%,Santos,26554,2.52,6.52,48.73,8.17,4.44,0.07,0.14,0.02,Bajo,1,4240,0.466960352,4840,0.533039648,9080,9382,35.33%,65.64%,No,No,0,0
PUERTO TEJADA,CAUCA,8420,7.27%,13982,45.76%,Santos,9.16%,17300,56.62%,Santos,32002,1.33,2.99,42.87,30.98,0.13,0.13,0.04,0,Bajo,1,4123,0.327092424,8482,0.672907576,12605,13063,40.82%,11.79%,No,No,0,0
PURACE,CAUCA,1852,17.68%,2884,35.09%,Santos,26.66%,3819,46.47%,Santos,8676,22.73,9.89,122.4,17.03,0.79,0.2,0.59,0,Bajo,1,822,0.360526316,1458,0.639473684,2280,2386,27.50%,88.78%,No,No,0,0
ROSAS,CAUCA,2582,24.03%,3233,39.63%,Santos,34.59%,3961,48.55%,Santos,8645,2.47,20.25,240.48,47.66,0.6,0,0,0,Bajo,1,1211,0.402995008,1794,0.597004992,3005,3178,36.76%,87.24%,No,Si,0,2.8
SAN SEBASTIAN,CAUCA,3454,18.17%,3357,48.09%,Santos,19.73%,3934,56.36%,Santos,7156,1.57,37.78,228.33,25.83,1.28,0.57,0.78,0,Bajo,1,530,0.210234034,1991,0.789765966,2521,2684,37.51%,91.02%,No,Si,0,40.6
SANTANDER DE QUILICHAO,CAUCA,19485,19.00%,28665,41.67%,Santos,29.50%,33874,49.24%,Santos,73826,1.84,9.43,79.39,32.42,0.54,0.15,0.12,1.22,Alto,3,12224,0.422289011,16723,0.577710989,28947,29726,40.26%,43.94%,No,No,0,0
SANTA ROSA,CAUCA,1235,29.16%,1135,28.87%,Santos,42.95%,1553,39.51%,Santos,4092,7.18,70.37,537.45,32.4,5.1,2.74,3.49,0,Intermedio,2,421,0.348509934,787,0.651490066,1208,1268,30.99%,81.97%,No,No,0,0
SILVIA,CAUCA,3227,9.76%,8180,39.05%,Santos,15.26%,10745,51.30%,Santos,21970,7.52,8.7,65.98,9.44,0.5,0.12,0.09,0,Bajo,1,1804,0.237493418,5792,0.762506582,7596,7980,36.32%,86.69%,No,Si,0,2.7
SOTARA,CAUCA,2015,18.51%,2685,38.51%,Santos,26.19%,3486,50.00%,Santos,7302,0.93,9.99,116.91,21.9,0.82,0.41,0.12,0,Ninguno,0,927,0.315628192,2010,0.684371808,2937,3143,43.04%,97.88%,No,Si,0,6..3
SUAREZ,CAUCA,3733,13.73%,5100,33.31%,Santos,19.97%,6610,43.18%,Santos,15860,81.41,45.08,1124.99,24.34,1.29,0.64,4.46,0,Intermedio,2,1912,0.329541537,3890,0.670458463,5802,6160,38.84%,82.11%,No,Si,139.65,0
SUCRE,CAUCA,1310,7.66%,1319,25.81%,Santos,10.26%,2447,47.88%,Santos,5460,9,25.31,327.41,50.05,0.34,0,0,0,Bajo,1,304,0.176538908,1418,0.823461092,1722,1790,32.78%,83.52%,No,Si,15.57,0
TIMBIO,CAUCA,8483,24.44%,10013,42.45%,Santos,42.11%,12943,54.87%,Santos,24676,3.5,11.07,152.21,31.7,0.93,0.03,0.09,0,Bajo,1,4057,0.445628295,5047,0.554371705,9104,9414,38.15%,61.01%,No,No,0,0
TIMBIQUI,CAUCA,5299,4.82%,4708,34.34%,Santos,9.75%,5940,43.33%,Santos,14326,87.22,59.62,942.96,10.17,0.6,0.28,0.09,0,Alto,3,370,0.059152678,5885,0.940847322,6255,6348,44.31%,80.73%,No,Si,907.47,0
TORIBIO,CAUCA,1633,3.56%,6147,39.16%,Santos,6.93%,9154,58.32%,Santos,16666,51.87,14.41,472.03,22.85,0.92,1.49,1.39,0,Bajo,1,1171,0.151959512,6535,0.848040488,7706,8220,49.32%,93.91%,No,Si,0,5.7
TOTORO,CAUCA,2747,11.86%,3287,33.12%,Santos,16.14%,4877,49.14%,Santos,10804,2.01,10.48,131.45,5.44,0.24,0.05,0,0,Bajo,1,884,0.252643612,2615,0.747356388,3499,3603,33.35%,90.75%,No,Si,9.47,0
VILLA RICA,CAUCA,4193,6.52%,6333,52.24%,Santos,8.88%,7365,60.75%,Santos,13241,3.66,1.77,15.86,10.31,0.06,0.06,0,0,Ninguno,0,1696,0.302371189,3913,0.697628811,5609,5856,44.23%,22.39%,No,No,0,0
VALLEDUPAR,CESAR,88235,26.37%,88537,34.07%,Santos,36.93%,118761,45.70%,Santos,279165,0.79,3.63,184.94,23.47,0.75,0.08,0.05,0.43,Ninguno,0,41843,0.48300262,44788,0.51699738,86631,87908,31.49%,14.79%,No,No,0,0
AGUACHICA,CESAR,21848,39.58%,24884,41.29%,Zuluaga,50.10%,31522,52.30%,Zuluaga,65630,1.31,5.49,195,50.74,3.12,0.05,0.09,0,Intermedio,2,18389,0.692148449,8179,0.307851551,26568,27136,41.35%,13.09%,No,No,0,0
AGUSTIN CODAZZI,CESAR,15742,36.22%,12810,30.72%,Santos,43.66%,18797,45.08%,Santos,45542,2.87,10.72,880.87,65.27,1.67,0.3,0.1,3.13,Bajo,1,6681,0.51622624,6261,0.48377376,12942,13211,29.01%,24.28%,No,No,0,0
ASTREA,CESAR,4918,32.54%,4745,36.94%,Santos,42.85%,6285,48.93%,Santos,14110,1.04,10.85,466.06,35.47,0.52,0,0,0,Ninguno,0,1793,0.472214907,2004,0.527785093,3797,3873,27.45%,48.47%,No,No,0,0
BECERRIL,CESAR,4685,22.52%,4928,36.84%,Santos,25.36%,6511,48.68%,Santos,14502,2.69,31.52,1193.23,95.38,2.61,0.22,0.3,0,Ninguno,0,1787,0.393612335,2753,0.606387665,4540,4642,32.01%,23.69%,No,Si,0,2.9
BOSCONIA,CESAR,9298,33.15%,7399,30.31%,Zuluaga,42.47%,10444,42.78%,Santos,26471,0.34,5.36,268.47,33.98,1.03,0,0.05,0,Ninguno,0,3593,0.41915539,4979,0.58084461,8572,8781,33.17%,9.06%,No,No,0,0
CHIMICHAGUA,CESAR,9037,34.23%,7444,32.49%,Santos,40.58%,10385,45.32%,Santos,23597,0.52,21.51,319.86,28.58,0.85,0,0.1,0,Ninguno,0,2834,0.459990261,3327,0.540009739,6161,6286,26.64%,61.94%,No,No,0,0
CHIRIGUANA,CESAR,7522,36.35%,5866,30.53%,Zuluaga,40.64%,9427,49.07%,Santos,20688,0.98,87.95,625.96,53.63,3.35,0,0.15,0,Intermedio,2,2666,0.409146716,3850,0.590853284,6516,6698,32.38%,27.08%,No,No,0,0
CURUMANI,CESAR,8752,24.70%,9170,39.18%,Santos,30.13%,11490,49.10%,Santos,24745,1.54,22.55,1105.43,91.16,7.45,0.25,0.29,0,Bajo,1,2952,0.407847472,4286,0.592152528,7238,7411,29.95%,22.79%,No,No,0,0
EL COPEY,CESAR,7719,33.31%,6865,32.46%,Santos,32.88%,10152,48.00%,Santos,22065,1.28,13.39,954.87,64.73,1.54,0.3,0.15,1.5,Ninguno,0,2061,0.354002061,3761,0.645997939,5822,5934,26.89%,22.87%,No,No,0,0
EL PASO,CESAR,5806,19.56%,6688,37.73%,Santos,22.91%,8831,49.82%,Santos,19849,0.43,25.46,264.98,39.41,0.61,0,0,0,Ninguno,0,2292,0.360094266,4073,0.639905734,6365,6462,32.56%,82.50%,No,No,0,0
GAMARRA,CESAR,5043,28.56%,4352,44.06%,Santos,37.04%,5254,53.19%,Santos,10255,0.53,3.32,118.59,24.5,3.03,0,0,0,Ninguno,0,1777,0.524808033,1609,0.475191967,3386,3438,33.53%,43.87%,No,No,0,0
GONZALEZ,CESAR,2037,19.08%,1530,38.83%,Santos,30.84%,1994,50.61%,Santos,3867,1.62,7.36,81.6,12.08,19,0,0,0,Ninguno,0,560,0.479452055,608,0.520547945,1168,1237,31.99%,81.56%,No,Si,16.22,0
LA GLORIA,CESAR,4301,29.24%,4066,40.10%,Santos,37.49%,5321,52.48%,Santos,10450,2.43,25.16,507.37,61.99,5.25,0.08,0.08,0,Ninguno,0,1776,0.48564397,1881,0.51435603,3657,3742,35.81%,52.44%,No,No,0,0
LA JAGUA DE IBIRICO,CESAR,9447,12.67%,9844,45.45%,Santos,16.44%,12080,55.78%,Santos,24815,0.85,11.38,778.49,79.74,2.47,0,0.54,0,Bajo,1,4321,0.458851014,5096,0.541148986,9417,9694,39.07%,15.04%,No,Si,0,0.2
MANAURE BALCON DEL CESAR,CESAR,2923,24.69%,2843,44.43%,Santos,30.12%,3539,55.31%,Santos,7225,23.49,11.38,249.07,12.99,4.64,0.07,0.13,0,Ninguno,0,1206,0.386662392,1913,0.613337608,3119,3187,44.11%,35.67%,No,No,0,0
PAILITAS,CESAR,5091,15.93%,4883,37.40%,Santos,21.17%,6794,52.04%,Santos,14163,2.49,66.83,981.64,67.23,4,0.12,0.23,0,Ninguno,0,1943,0.403363089,2874,0.596636911,4817,5023,35.47%,22.82%,No,No,0,0
PELAYA,CESAR,5391,28.88%,4608,36.66%,Santos,34.77%,6318,50.26%,Santos,13460,2.77,34.35,667.63,71.52,4.22,0.11,0.33,0,Ninguno,0,2410,0.52029361,2222,0.47970639,4632,4794,35.62%,32.99%,No,No,0,0
PUEBLO BELLO,CESAR,4057,29.88%,3675,26.05%,Santos,35.35%,5312,37.66%,Santos,16511,0.35,5.21,557.34,39.94,1.36,0.31,0,0,Ninguno,0,785,0.315134484,1706,0.684865516,2491,2558,15.49%,75.62%,No,No,0,0
RIO DE ORO,CESAR,5774,38.87%,4695,33.62%,Zuluaga,43.97%,6659,47.68%,Santos,14285,1.14,4.79,129.91,31.23,5.72,0,0,0,Ninguno,0,2695,0.626744186,1605,0.373255814,4300,4535,31.75%,56.62%,No,No,0,0
LA PAZ,CESAR,8348,36.51%,5810,31.95%,Santos,41.26%,8023,44.13%,Santos,18777,2.27,8.74,604.19,46.27,4.33,0.26,0.13,0,Ninguno,0,2583,0.422680412,3528,0.577319588,6111,6198,33.01%,35.16%,Si,Si,0,1.8
SAN ALBERTO,CESAR,6017,31.95%,6548,38.18%,Santos,45.29%,8034,46.85%,Santos,18215,0.92,7.44,309.42,45.66,1.15,0.08,0.04,7.32,Ninguno,0,4100,0.621588842,2496,0.378411158,6596,6734,36.97%,26.07%,No,Si,15.47,0
SAN DIEGO,CESAR,5729,30.74%,4629,36.01%,Santos,39.61%,6572,51.13%,Santos,14089,4.58,16.81,1193.29,83.7,4.35,0.45,0.15,18.77,Bajo,1,1884,0.385512584,3003,0.614487416,4887,5004,35.52%,44.12%,No,No,0,0
SAN MARTIN,CESAR,5471,30.86%,5859,44.67%,Santos,44.93%,7516,57.31%,Santos,14366,1.34,7.94,247.51,48.26,1.45,0.11,0.11,0,Ninguno,0,3623,0.651970488,1934,0.348029512,5557,5698,39.66%,51.74%,No,Si,1.58,0
TAMALAMEQUE,CESAR,3871,19.34%,3703,37.72%,Santos,21.96%,4895,49.86%,Santos,10017,0.29,25,219.4,21.1,0.36,0,0,0,Ninguno,0,892,0.324245729,1859,0.675754271,2751,2838,28.33%,60.02%,No,No,0,0
MONTERIA,CORDOBA,126889,39.56%,99786,34.95%,Zuluaga,51.74%,138923,48.65%,Zuluaga,302825,1.73,13.51,314.53,59.85,0.87,0.2,0.06,16.22,Ninguno,0,47850,0.519786654,44207,0.480213346,92057,93265,30.80%,22.79%,No,No,0,0
AYAPEL,CORDOBA,13866,33.63%,9817,31.64%,Santos,40.08%,14058,45.31%,Santos,32199,0.23,12.42,157.34,8.46,0.12,0.02,0,0,Ninguno,0,2882,0.408215297,4178,0.591784703,7060,7217,22.41%,48.46%,No,No,0,0
BUENAVISTA,CORDOBA,8851,22.07%,6818,38.66%,Santos,20.75%,8438,47.85%,Santos,17581,1.14,10.36,168.1,19.48,0.37,0.05,0.05,0,Ninguno,0,1541,0.275720165,4048,0.724279835,5589,5696,32.40%,61.83%,No,No,0,0
CANALETE,CORDOBA,7120,15.94%,4566,29.14%,Santos,22.51%,6971,44.49%,Santos,16098,0.54,4.27,190.37,14.25,0.05,0.05,0,0,Ninguno,0,777,0.22739245,2640,0.77260755,3417,3468,21.54%,80.56%,No,No,0,0
CERETE,CORDOBA,34279,32.19%,23751,34.64%,Santos,42.26%,36732,53.58%,Santos,71178,0.14,1.2,15.83,6.01,0,0.01,0,0,Ninguno,0,11179,0.487633588,11746,0.512366412,22925,23285,32.71%,42.60%,No,No,0,0
CHIMA,CORDOBA,8177,19.90%,4838,38.73%,Santos,26.76%,6603,52.86%,Santos,12752,0.07,1.98,33.23,7.52,0.13,0,0,0,Ninguno,0,1091,0.278600613,2825,0.721399387,3916,3970,31.13%,78.99%,No,No,0,0
CHINU,CORDOBA,21430,38.25%,16281,48.09%,Santos,41.87%,20137,59.48%,Santos,35501,0.35,1.04,41.36,9.32,0.06,0,0,0,Ninguno,0,6345,0.496517724,6434,0.503482276,12779,13226,37.26%,50.33%,No,No,0,0
